2 20 0.005 2.10779602376842e-05 20.0000000000003 4000
3 20 0.005 3.91154226253873e-07 20.0000000000003 4000
4 20 0.005 3.37977596564568e-09 20.0000000000003 4000
5 20 0.005 3.19815186352179e-11 20.0000000000003 4000
6 20 0.005 5.05008891919827e-13 20.0000000000003 4000
7 20 0.005 4.39015680933114e-13 20.0000000000003 4000
8 20 0.005 4.256277571582e-13 20.0000000000003 4000
9 20 0.005 4.03315485773683e-13 20.0000000000003 4000
10 20 0.005 4.21497142244403e-13 20.0000000000003 4000
11 20 0.005 4.28909249954927e-13 20.0000000000003 4000
